0:35:23	37.0																																																																																																																																																																																																	27	5	5	29	10	0	42																		0	8	2	0	9	5	10																		1151	0	5	1264	8	3	1371																		1	3	9	4	6	3	2																		1047	7	4	1286	0	4	1422																		11	4	0	0	5	4	3																		713	1	6	764	7	0	754																																									
0:40:23	37.0																																																																																																																																																																																																	47	6	0	40	6	3	59																		3	5	7	4	3	6	8																		2434	5	2	2595	6	3	2788																		0	4	6	2	9	8	8																		2210	2	0	2657	2	4	2848																		2	5	3	2	5	9	8																		1608	2	3	1656	6	6	1661																																									
0:45:23	37.0																																																																																																																																																																																																	73	0	6	56	0	11	77																		2	3	0	6	9	3	7																		4015	1	3	4165	0	2	4393																		2	5	4	4	0	6	6																		3694	2	4	4281	0	8	4479																		7	4	8	2	2	0	3																		2926	4	2	2887	0	6	2887																																									
0:50:23	37.0																																																																																																																																																																																																	79	7	4	73	0	0	108																		0	6	2	0	0	7	0																		5674	6	8	5815	3	2	5995																		7	4	4	6	11	2	6																		5364	5	4	5999	2	1	6122																		5	0	6	4	4	0	0																		4475	0	7	4352	5	6	4239																																									
0:55:23	37.0																																																																																																																																																																																																	114	8	9	88	4	5	145																		1	5	1	4	4	5	0																		7169	1	7	7266	0	7	7409																		0	5	6	5	2	0	1																		6896	6	2	7536	2	5	7610																		3	9	10	4	0	5	8																		6010	3	0	5861	10	4	5665																																									
1:00:23	37.0																																																																																																																																																																																																	146	5	8	106	4	7	182																		5	4	1	7	3	0	4																		8559	6	3	8598	4	2	8705																		3	0	3	3	1	8	6																		8260	4	12	8940	0	0	8898																		7	5	0	1	2	0	12																		7469	4	0	7197	4	4	6943																																									
1:05:23	36.9																																																																																																																																																																																																	172	3	7	138	1	2	229																		5	0	3	4	5	9	12																		9722	4	6	9713	1	5	9792																		6	4	6	0	1	6	5																		9500	4	4	10141	6	0	10053																		3	3	5	1	6	3	9																		8712	3	3	8357	0	9	8028																																									
1:10:23	37.0																																																																																																																																																																																																	217	0	0	164	6	2	270																		4	8	3	5	2	8	2																		10706	3	5	10710	5	8	10809																		4	8	3	6	4	0	4																		10518	6	2	11113	5	2	11023																		0	8	8	0	4	8	5																		9764	3	3	9286	5	7	8980																																									
1:15:23	37.0																																																																																																																																																																																																	253	2	3	183	0	9	314																		4	4	7	6	8	0	6																		11561	12	1	11596	3	8	11607																		4	0	9	0	9	7	0																		11373	0	6	12018	4	7	11772																		3	7	6	0	0	0	7																		10684	4	0	10143	4	6	9694																																									
1:20:23	37.0																																																																																																																																																																																																	273	2	0	210	0	0	358																		0	2	6	2	2	1	6																		12307	4	0	12312	4	7	12284																		12	9	6	5	6	9	11																		12108	9	7	12746	1	4	12557																		3	0	4	11	1	4	7																		11433	9	8	10841	3	3	10340																																									
1:25:23	37.0																																																																																																																																																																																																	320	7	0	247	9	5	414																		6	3	6	0	5	5	5																		13044	6	0	13055	4	9	12995																		3	5	8	7	6	8	4																		12850	3	1	13399	0	4	13102																		3	9	0	5	0	5	5																		12030	4	6	11366	0	5	10835																																									
1:30:23	37.0																																																																																																																																																																																																	362	9	7	270	0	10	472																		4	4	1	6	2	3	8																		13572	11	4	13578	2	3	13507																		2	4	2	2	2	1	5																		13371	3	0	13979	5	7	13617																		1	8	6	0	3	2	0																		12553	11	5	11768	4	2	11263																																									
1:35:23	37.0																																																																																																																																																																																																	408	8	4	301	1	13	533																		5	5	1	5	4	2	0																		14086	5	8	14053	9	9	14037																		8	5	7	9	9	6	2																		13852	5	3	14466	7	4	14026																		2	0	2	12	6	6	2																		12959	3	7	12165	6	2	11618																																									
1:40:23	37.0																																																																																																																																																																																																	450	3	3	339	4	8	592																		7	5	2	6	5	6	10																		14581	4	2	14482	8	3	14478																		6	5	4	4	3	8	0																		14203	2	0	14832	2	4	14429																		2	1	7	9	8	7	5																		13332	4	3	12462	2	13	11779																																									
1:45:23	37.0																																																																																																																																																																																																	518	7	6	367	4	4	657																		7	8	1	6	2	1	4																		14920	12	2	14948	11	0	14870																		5	9	10	7	5	4	10																		14576	10	3	15104	5	0	14703																		8	5	8	7	8	1	6																		13574	5	2	12763	5	0	12097																																									
1:50:23	37.0																																																																																																																																																																																																	550	0	10	407	0	0	731																		4	1	7	5	4	3	0																		15253	12	7	15214	7	3	15132																		2	3	5	0	10	10	6																		14767	1	4	15298	1	15	14934																		2	4	7	4	0	11	0																		13778	3	2	12987	3	7	12214																																									
1:55:23	37.0																																																																																																																																																																																																	606	1	0	456	7	2	824																		2	2	3	6	2	7	13																		15544	10	0	15443	4	0	15395																		2	0	7	8	6	5	1																		15062	9	6	15642	2	5	15174																		4	3	1	5	4	12	0																		14019	7	5	13141	10	1	12380																																									
2:00:23	37.0																																																																																																																																																																																																	667	0	4	499	2	0	896																		2	3	5	3	3	6	3																		15754	6	10	15679	7	8	15560																		0	10	2	5	7	1	0																		15256	0	0	15842	5	0	15266																		2	2	2	8	3	6	0																		14248	3	6	13269	1	8	12535																																									
2:05:23	37.0																																																																																																																																																																																																	731	0	6	548	4	1	983																		7	5	8	5	0	1	0																		15960	9	2	15913	12	8	15786																		1	0	1	2	7	4	6																		15394	5	4	15994	0	0	15472																		5	3	0	5	2	0	8																		14378	5	4	13387	5	2	12726																																									
2:10:23	37.1																																																																																																																																																																																																	770	8	8	608	3	0	1072																		1	1	4	4	2	5	9																		16034	8	11	16088	4	2	15894																		5	8	5	6	1	5	4																		15577	2	5	16133	6	8	15594																		0	6	6	3	1	3	4																		14529	3	4	13554	2	1	12815																																									
2:15:23	37.0																																																																																																																																																																																																	838	1	3	648	6	6	1151																		10	6	1	0	4	4	7																		16224	3	4	16179	5	0	16017																		3	3	6	5	3	5	8																		15647	0	9	16289	7	3	15633																		1	1	0	0	5	5	0																		14629	5	9	13597	8	5	12831																																									
2:20:23	37.0																																																																																																																																																																																																	905	5	6	712	1	5	1252																		0	5	4	11	0	3	6																		16401	2	0	16427	9	4	16116																		0	3	3	0	5	3	5																		15783	4	5	16352	2	4	15764																		10	0	2	7	0	8	0																		14686	0	8	13714	0	0	12925																																									
2:25:23	37.0																																																																																																																																																																																																	986	4	3	773	7	1	1340																		3	1	4	0	4	5	2																		16454	5	4	16456	5	10	16251																		4	7	4	2	11	5	0																		15914	0	8	16470	10	6	15870																		2	4	10	6	8	0	0																		14826	6	3	13751	7	2	13060																																									
2:30:23	37.0																																																																																																																																																																																																	1058	4	0	819	1	5	1396																		8	5	3	5	0	3	0																		16580	1	4	16556	0	2	16315																		7	0	5	9	1	11	8																		16037	8	5	16559	2	3	15938																		4	5	6	0	2	4	4																		14924	7	3	13889	2	8	13147																																									
2:35:23	37.0																																																																																																																																																																																																	1102	10	0	877	5	0	1500																		5	7	3	6	13	3	0																		16731	3	6	16662	1	6	16365																		6	7	6	0	2	8	9																		16071	2	4	16621	6	0	15995																		8	5	5	6	3	0	9																		14943	3	2	13892	1	0	13177																																									
2:40:23	37.0																																																																																																																																																																																																	1179	8	12	930	3	1	1563																		3	4	0	0	4	0	3																		16774	11	3	16730	0	6	16481																		4	0	9	3	0	7	2																		16173	0	6	16617	8	4	16109																		12	5	7	7	5	8	6																		14971	9	4	13910	1	7	13246																																									
2:45:23	36.9																																																																																																																																																																																																	1227	10	11	967	11	2	1618																		1	6	8	0	10	2	4																		16795	1	4	16753	7	6	16501																		4	2	2	0	6	1	1																		16168	10	9	16732	4	0	16110																		5	0	5	7	0	0	9																		15103	10	4	14011	1	6	13298																																									
2:50:23	37.0																																																																																																																																																																																																	1268	13	8	1025	3	5	1709																		2	4	5	2	1	0	6																		16895	0	0	16850	5	8	16518																		1	4	9	10	1	6	2																		16251	2	1	16767	2	7	16210																		0	2	4	8	1	7	0																		15189	3	2	14167	6	6	13301																																									
2:55:23	37.0																																																																																																																																																																																																	1340	5	3	1064	5	0	1757																		3	0	8	0	0	5	5																		16905	0	0	16853	6	8	16658																		5	6	2	7	5	1	9																		16338	7	9	16843	2	2	16228																		0	2	5	6	8	0	6																		15160	3	7	14094	3	5	13356																																									
3:00:23	37.0																																																																																																																																																																																																	1384	0	6	1100	1	4	1814																		6	1	0	0	6	9	0																		16989	9	4	16944	0	4	16726																		4	5	8	0	6	6	3																		16245	10	5	16937	7	3	16255																		2	7	2	5	9	3	2																		15275	4	4	14170	5	7	13359																																									
3:05:23	37.0																																																																																																																																																																																																	1448	0	8	1137	4	3	1875																		4	1	0	5	4	2	5																		17013	3	4	16966	4	1	16740																		4	5	9	6	3	3	1																		16419	0	3	16920	4	5	16360																		3	1	5	4	15	0	9																		15278	0	10	14234	4	12	13415																																									
3:10:23	37.0																																																																																																																																																																																																	1463	6	5	1188	8	8	1925																		0	8	4	6	4	0	6																		17105	0	2	17051	0	3	16845																		5	7	7	10	2	2	7																		16527	0	1	16991	1	3	16302																		4	9	4	1	4	6	3																		15270	0	1	14320	10	5	13442																																									
3:15:23	37.0																																																																																																																																																																																																	1520	1	13	1232	3	5	1991																		17	11	8	1	5	4	8																		17181	1	4	17024	8	2	16858																		5	5	2	4	1	5	9																		16460	0	2	16985	0	6	16403																		6	4	4	3	0	4	3																		15385	2	3	14312	2	14	13424																																									
3:20:23	37.0																																																																																																																																																																																																	1560	3	0	1278	5	1	2009																		7	4	0	0	4	11	3																		17107	2	6	17155	0	5	16855																		0	3	6	9	3	5	5																		16459	5	12	16974	0	0	16431																		7	6	9	0	6	7	11																		15312	4	2	14342	7	6	13501																																									
3:25:23	37.0																																																																																																																																																																																																	1585	12	1	1314	4	0	2059																		10	2	7	10	4	0	2																		17182	2	3	17112	5	1	16944																		5	1	11	3	5	5	4																		16516	3	3	17055	0	0	16448																		4	7	1	5	3	9	8																		15453	4	4	14340	3	3	13487																																									
3:30:23	37.0																																																																																																																																																																																																	1618	5	0	1324	7	8	2093																		4	11	4	15	1	6	5																		17239	3	3	17133	0	2	16874																		9	10	2	4	4	7	6																		16640	5	6	17059	0	7	16486																		6	5	4	2	14	3	7																		15430	4	3	14398	0	8	13520																																									
3:35:23	37.0																																																																																																																																																																																																	1664	4	0	1379	1	0	2132																		6	7	3	5	2	6	2																		17283	1	3	17214	14	6	17007																		7	0	4	2	0	9	4																		16641	5	1	17155	2	2	16492																		6	0	3	1	3	4	3																		15407	4	8	14408	3	5	13549																																									
3:40:23	37.0																																																																																																																																																																																																	1693	6	3	1392	5	5	2164																		6	4	5	7	4	1	14																		17277	8	0	17219	1	9	16990																		8	5	1	11	0	5	6																		16632	5	1	17077	0	9	16600																		6	2	12	2	5	4	10																		15510	1	2	14386	9	8	13564																																									
3:45:23	37.0																																																																																																																																																																																																	1730	7	3	1439	4	4	2220																		0	5	2	1	4	2	7																		17365	0	8	17260	3	1	16980																		5	6	9	2	10	6	7																		16704	1	10	17167	2	3	16521																		6	0	1	4	4	4	0																		15544	5	0	14454	9	7	13594																																									
3:50:23	37.0																																																																																																																																																																																																	1745	8	1	1450	2	8	2231																		0	3	0	8	4	2	6																		17285	3	4	17291	6	2	17025																		4	6	5	8	5	0	7																		16736	7	6	17153	3	7	16554																		2	10	7	4	8	7	6																		15554	5	7	14482	4	7	13673																																									
3:55:23	37.0																																																																																																																																																																																																	1795	2	2	1466	3	1	2249																		2	0	0	5	0	9	3																		17389	7	10	17325	1	0	17101																		2	0	6	4	5	4	0																		16770	1	2	17214	3	8	16590																		7	6	2	4	4	3	6																		15580	0	8	14536	0	7	13647																																									
4:00:23	37.0																																																																																																																																																																																																	1802	8	12	1518	9	7	2296																		10	0	8	9	7	0	5																		17349	0	6	17271	0	0	17048																		0	13	4	2	10	5	7																		16764	0	2	17242	3	2	16646																		4	5	10	6	5	3	12																		15591	2	1	14524	1	6	13651																																									
4:05:23	37.0																																																																																																																																																																																																	1840	6	0	1540	2	6	2321																		0	4	6	1	7	5	5																		17410	2	8	17341	3	0	17000																		4	7	7	5	1	3	5																		16777	6	7	17229	7	0	16620																		8	1	6	2	8	2	4																		15586	4	0	14547	11	0	13669																																									
4:10:23	37.0																																																																																																																																																																																																	1847	4	0	1574	5	4	2338																		3	1	0	1	3	0	3																		17462	0	2	17384	6	1	16979																		8	5	0	8	11	7	6																		16805	5	7	17149	6	1	16577																		0	0	2	6	7	0	0																		15566	3	6	14582	9	11	13640																																									
4:15:23	37.0																																																																																																																																																																																																	1898	6	2	1596	4	7	2375																		10	4	7	4	8	3	4																		17440	0	4	17424	0	0	17084																		5	0	3	3	0	13	2																		16806	4	5	17293	10	7	16609																		5	8	2	4	5	4	2																		15595	3	6	14549	9	5	13705																																									
4:20:23	37.0																																																																																																																																																																																																	1936	14	7	1610	0	0	2417																		2	0	4	1	8	7	2																		17427	5	0	17383	10	1	17063																		3	5	6	3	4	0	0																		16864	3	5	17320	2	2	16688																		12	0	4	10	0	0	2																		15655	9	0	14569	9	6	13691																																									
4:25:23	37.0																																																																																																																																																																																																	1936	3	3	1628	0	5	2416																		4	7	0	8	6	4	11																		17385	9	0	17343	5	2	17120																		1	1	4	4	2	7	3																		16879	3	2	17331	4	0	16616																		10	9	8	8	2	6	9																		15604	9	10	14631	5	4	13737																																									
4:30:23	37.0																																																																																																																																																																																																	1962	4	3	1640	5	2	2434																		5	5	9	13	9	2	3																		17524	3	1	17396	0	5	17141																		11	5	5	8	3	0	7																		16852	6	5	17205	7	7	16653																		11	8	6	0	5	5	7																		15661	4	6	14581	8	7	13689																																									
4:35:23	37.0																																																																																																																																																																																																	1984	3	3	1677	11	6	2472																		2	7	6	0	11	4	8																		17467	7	8	17311	1	8	17166																		6	4	3	7	0	1	5																		16924	4	1	17337	0	3	16645																		3	8	1	5	5	1	10																		15646	9	2	14598	1	4	13772																																									
4:40:23	37.0																																																																																																																																																																																																	1999	5	0	1681	0	8	2481																		4	4	5	0	6	0	3																		17456	3	11	17483	0	4	17184																		1	2	4	6	15	0	12																		16912	2	4	17322	3	0	16653																		3	5	4	3	10	3	0																		15637	0	4	14570	3	7	13832																																									
4:45:23	37.0																																																																																																																																																																																																	2004	9	7	1703	0	0	2507																		7	4	4	10	0	5	0																		17518	6	3	17419	2	1	17184																		4	8	12	6	6	1	0																		16964	5	0	17293	7	7	16750																		0	2	3	8	1	0	5																		15673	3	1	14656	4	0	13783																																									
4:50:23	37.0																																																																																																																																																																																																	2048	2	5	1750	0	12	2525																		7	6	2	7	4	7	5																		17611	6	0	17447	6	4	17209																		3	3	3	2	4	0	2																		17024	0	5	17392	6	8	16704																		4	1	3	3	3	4	0																		15749	4	0	14735	0	4	13761																																									
4:55:23	37.0																																																																																																																																																																																																	2083	5	2	1765	9	4	2541																		9	5	9	5	3	3	5																		17544	8	2	17581	5	1	17174																		2	6	6	8	0	3	4																		17010	0	6	17392	4	6	16678																		6	0	3	2	5	1	8																		15678	0	5	14621	4	5	13777																																									
5:00:23	37.0																																																																																																																																																																																																	2073	3	6	1767	4	1	2568																		12	0	7	11	0	14	5																		17494	5	5	17503	1	0	17194																		6	0	5	0	7	4	0																		17098	5	0	17425	1	9	16727																		2	5	1	3	10	10	6																		15696	5	8	14732	0	5	13851																																									
5:05:23	37.0																																																																																																																																																																																																	2095	1	10	1778	3	9	2587																		0	5	6	2	0	0	9																		17508	3	7	17424	1	5	17190																		8	0	9	5	4	0	0																		17055	0	3	17398	4	0	16738																		3	4	2	7	10	3	8																		15730	0	5	14693	4	7	13777																																									
5:10:23	37.0																																																																																																																																																																																																	2128	3	1	1800	2	10	2611																		1	5	4	9	3	3	5																		17612	7	2	17453	6	1	17240																		0	3	10	5	6	3	0																		17030	5	1	17458	1	0	16749																		3	4	8	0	1	0	0																		15720	3	3	14675	3	4	13884																																									
5:15:23	37.0																																																																																																																																																																																																	2137	10	9	1827	5	1	2611																		8	6	7	7	1	11	12																		17501	6	3	17544	0	3	17232																		9	6	6	3	0	4	0																		17029	6	3	17468	0	7	16740																		3	6	2	7	6	2	7																		15701	3	0	14666	6	5	13846																																									
5:20:23	37.0																																																																																																																																																																																																	2146	7	2	1849	0	8	2619																		4	1	13	10	0	0	0																		17541	2	4	17509	4	3	17195																		4	8	7	12	1	7	9																		17054	4	5	17389	5	7	16709																		1	2	6	5	4	0	2																		15760	7	2	14736	4	4	13842																																									
5:25:23	37.0																																																																																																																																																																																																	2174	0	0	1865	4	5	2637																		0	8	2	2	2	0	5																		17604	9	0	17521	8	1	17232																		4	4	4	7	5	0	4																		17009	8	0	17352	0	10	16713																		2	5	8	8	0	8	0																		15717	2	2	14777	0	11	13832																																									
5:30:23	37.0																																																																																																																																																																																																	2170	5	3	1870	5	5	2645																		9	4	0	1	4	1	0																		17549	3	7	17493	5	8	17253																		9	7	1	4	2	6	1																		17105	6	1	17420	0	2	16757																		5	8	4	6	1	3	1																		15786	5	1	14766	2	0	13875																																									
5:35:23	37.0																																																																																																																																																																																																	2202	11	5	1872	0	3	2659																		2	16	7	5	3	4	3																		17537	7	0	17487	1	4	17250																		0	5	11	2	1	7	5																		17107	0	2	17372	8	0	16814																		3	1	8	5	10	6	3																		15710	0	10	14780	12	4	13873																																									
5:40:23	37.0																																																																																																																																																																																																	2197	0	12	1898	7	3	2694																		14	4	5	7	3	0	8																		17594	1	7	17537	1	5	17252																		0	5	4	6	6	1	1																		17082	5	6	17479	3	12	16789																		1	10	0	5	9	4	4																		15727	0	6	14716	3	7	13892																																									
5:45:23	37.0																																																																																																																																																																																																	2233	9	0	1899	4	5	2689																		1	0	2	8	6	8	7																		17482	13	2	17528	8	2	17209																		13	2	1	14	4	8	4																		17014	3	12	17445	7	2	16812																		3	6	4	2	7	13	9																		15731	5	3	14813	0	10	13809																																									
5:50:23	37.0																																																																																																																																																																																																	2230	8	5	1908	4	0	2692																		4	0	6	0	2	4	2																		17547	2	2	17528	7	3	17172																		1	0	0	4	6	0	7																		17080	1	6	17430	2	10	16760																		2	3	0	7	5	2	7																		15760	3	4	14753	12	5	13893																																									
5:55:23	37.0																																																																																																																																																																																																	2250	5	7	1935	3	7	2716																		1	11	2	3	2	1	2																		17582	0	8	17531	1	2	17258																		4	6	3	0	4	0	6																		17109	0	11	17426	6	1	16734																		9	5	0	3	0	7	1																		15766	3	4	14744	8	3	13879																																									
6:00:23	36.9																																																																																																																																																																																																	2263	7	1	1931	2	4	2713																		0	1	4	0	6	0	1																		17568	11	0	17487	0	0	17152																		6	5	4	10	0	2	6																		17118	8	0	17396	8	0	16747																		0	2	4	11	5	2	3																		15790	0	4	14793	1	8	13863																																									

