

Software Version	3.16.10



Experiment File Path:	C:\Users\bnext\Documents\Biotek\experiments\20250611-cytation3-pure-timecourse-gfp-ppk-mg-sweep.xpt
Protocol File Path:	C:\Users\bnext\Documents\Biotek\protocols\cytation3-pure-timecourse-gfp.prt



Plate Number	Plate 1
Date	6/11/2025
Time	4:18:05 PM
Reader Type:	Cytation3
Reader Serial Number:	130723A
Reading Type	Reader

Procedure Details

Plate Type	Greiner 384 SV NoBind AutoMap (Use plate lid)
Well Selection	Runtime
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
Start Kinetic	Runtime 6:00:00 (HH:MM:SS), Interval 0:05:00, 73 Reads
    Read	GFP-F-G35
	Fluorescence Endpoint
	Full Plate
	Filter Set 1 (2)
	    Excitation: 485/20,  Emission: 528/20
	    Mirror: Top 510 nm,  Gain: 35
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10
	Read Height: 11.5 mm
    Read	GFP-M-G100
	Fluorescence Endpoint
	Full Plate
	Filter Set 1
	    Excitation: 485,  Emission: 528
	    Optics: Top,  Gain: 75
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10
	Read Height: 10.75 mm
End Kinetic	
Set Temperature	Incubator off

Layout
1:35:00	37.0	21262	24409	48630	62393	66653	64495	67546	67886	70838	67309	67808	62280	61126	59978	59009	55581	56463	55109	54682	53867	45171	45951	73828	72642
1:40:00	37.0	22859	26082	51364	65211	69528	67078	70332	70556	73524	70169	70554	64747	63740	62607	61879	58166	59002	57827	57178	56535	47643	48281	76373	75144
1:45:00	37.0	24370	27725	54240	67732	72095	69461	72748	73030	75883	72323	72651	67323	66189	65280	64382	60519	61394	60318	59512	58629	49777	50195	78104	77233
1:50:00	37.0	26029	29637	56909	70062	74643	71924	74724	75325	77961	74207	74790	69335	68350	67111	66450	62457	63482	61993	61466	60429	51584	51982	79744	78895
1:55:00	37.0	27656	31436	59550	72122	76431	73928	76791	77183	79657	76152	76742	71279	70191	69009	68481	64310	65392	63701	62746	61806	53018	53578	81000	80089
2:00:00	37.0	29180	33061	62032	73976	77915	75591	78142	78543	80856	77322	77664	72493	71507	70428	69806	65568	66583	64923	64005	63198	54523	54968	82781	81452
2:05:00	37.0	30816	34883	64202	75456	79206	77174	79325	79622	82000	78280	78925	73473	72578	71640	71174	66585	67599	66224	65053	64092	55418	56130	83199	82387
2:10:00	37.0	32421	36499	66192	76615	80379	78279	80381	80633	82776	79387	79913	74526	73704	72834	72237	67375	68528	67246	65784	65012	55956	57346	84193	83281
2:15:00	37.0	34081	38258	68151	77699	81237	79295	81100	81208	83456	79813	80073	75175	74219	73392	72744	68075	69042	67596	66278	65187	56712	58274	84857	84089
2:20:00	37.0	35443	39710	69873	78139	81824	79464	81629	82211	84160	80087	80693	75691	74568	73844	73373	68309	69692	68030	66694	65744	57003	58851	85390	84787
